(1101, 986, 5)
(1103, 51, 6)
(1104, 707, 5)
(1104, 755, 4)
(1104, 1037, 2)
(1105, 2, 8)
(1105, 123, 4)
(1105, 796, 9)
(1107, 7, 0)
(1107, 333, 4)
(1108, 458, 3)
(1109, 72, 4)
(1109, 459, 4)
(1109, 626, 8)
(1110, 218, 7)
(1110, 685, 2)
(1111, 1006, 6)
(1112, 605, 0)
(1114, 354, 8)
(1114, 662, 1)
(1116, 655, 8)
(1117, 56, 7)
(1117, 363, 9)
(1117, 1007, 5)
(1118, 401, 3)
(1119, 302, 0)
(1119, 1103, 1)
(1119, 1142, 4)
(1120, 25, 8)
(1120, 76, 2)
(1120, 1244, 4)
(1121, 171, 2)
(1122, 850, 0)
(1125, 774, 4)
(1125, 872, 7)
(1126, 1160, 2)
(1127, 90, 8)
(1129, 750, 0)
(1129, 954, 6)
(1130, 561, 7)
(1131, 145, 3)
(1131, 1199, 7)
(1133, 374, 7)
(1133, 610, 4)
(1135, 16, 3)
(1135, 162, 4)
(1137, 360, 1)
(1137, 539, 3)
(1137, 1249, 3)
(1138, 242, 9)
(1139, 22, 6)
(1139, 634, 1)
(1139, 667, 5)
(1139, 1033, 6)
(1139, 1164, 3)
(1141, 78, 8)
(1142, 109, 5)
(1142, 912, 3)
(1142, 1100, 6)
(1143, 13, 4)
(1144, 355, 6)
(1144, 732, 8)
(1144, 985, 2)
(1144, 1040, 4)
(1145, 515, 0)
(1146, 570, 1)
(1147, 153, 0)
(1147, 1005, 4)
(1148, 1113, 9)
(1149, 364, 3)
(1149, 881, 2)
(1150, 1182, 0)
(1151, 64, 1)
(1151, 691, 7)
(1153, 837, 9)
(1153, 1126, 9)
(1153, 1183, 0)
(1154, 742, 2)
(1154, 1147, 6)
(1155, 85, 0)
(1155, 817, 6)
(1156, 1110, 0)
(1158, 991, 8)
(1159, 93, 8)
(1159, 684, 4)
(1159, 784, 4)
(1161, 1101, 6)
(1162, 181, 2)
(1162, 344, 7)
(1162, 387, 9)
(1162, 621, 6)
(1162, 1227, 1)
(1163, 204, 3)
(1164, 1095, 5)
(1165, 90, 7)
(1165, 230, 6)
(1165, 957, 5)
(1165, 1018, 9)
(1167, 12, 8)
(1167, 467, 1)
(1167, 603, 4)
(1167, 1242, 0)
(1169, 789, 2)
(1172, 108, 4)
(1174, 800, 9)
(1174, 850, 4)
(1175, 278, 2)
(1175, 918, 0)
(1176, 174, 8)
(1177, 407, 1)
(1180, 976, 6)
(1181, 822, 0)
(1182, 881, 8)
(1184, 372, 2)
(1185, 160, 8)
(1185, 758, 0)
(1186, 200, 5)
(1187, 389, 3)
(1187, 973, 3)
(1188, 466, 2)
(1188, 700, 4)
(1189, 362, 9)
(1189, 1212, 8)
(1190, 285, 3)
(1190, 593, 4)
(1190, 842, 0)
(1190, 962, 7)
(1190, 1011, 2)
(1191, 909, 3)
(1192, 113, 1)
(1192, 215, 2)
(1193, 41, 5)
(1193, 71, 0)
(1196, 316, 9)
(1196, 965, 4)
(1197, 927, 7)
(1199, 186, 0)
(1200, 378, 2)
(1201, 8, 2)
(1201, 70, 4)
(1201, 175, 4)
(1201, 399, 9)
(1201, 714, 7)
(1202, 128, 4)
(1203, 1031, 6)
(1205, 190, 7)
(1206, 22, 8)
(1206, 181, 4)
(1207, 340, 7)
(1207, 429, 3)
(1208, 1120, 8)
(1211, 260, 3)
(1211, 1199, 3)
(1212, 223, 6)
(1212, 590, 6)
(1212, 901, 7)
(1213, 351, 3)
(1213, 668, 4)
(1213, 795, 4)
(1213, 833, 0)
(1214, 1013, 1)
(1214, 1026, 6)
(1215, 303, 1)
(1215, 615, 2)
(1216, 989, 1)
(1218, 364, 3)
(1218, 1107, 3)
(1219, 268, 8)
(1221, 94, 4)
(1221, 741, 3)
(1221, 1117, 3)
(1222, 860, 8)
(1223, 665, 9)
(1226, 231, 0)
(1226, 1139, 4)
(1227, 408, 1)
(1227, 635, 2)
(1227, 933, 9)
(1228, 1115, 5)
(1229, 327, 8)
(1229, 575, 4)
(1230, 433, 7)
(1230, 730, 1)
(1230, 784, 3)
(1234, 331, 4)
(1234, 841, 8)
(1235, 888, 4)
(1237, 43, 4)
(1237, 722, 4)
(1237, 779, 4)
(1238, 956, 5)
(1239, 503, 7)
(1240, 293, 2)
(1240, 585, 3)
(1241, 386, 8)
(1241, 898, 2)
(1242, 785, 0)
(1242, 954, 3)
(1243, 431, 9)
(1245, 332, 3)
(1246, 174, 1)
(1247, 567, 6)
(1247, 750, 9)
(1248, 112, 9)
(1248, 470, 6)
(1249, 591, 5)
(1252, 194, 0)
(828, 1356, 7)
(828, 1499, 8)
(828, 1623, 2)
(828, 2431, 7)
(829, 2068, 7)
(830, 2276, 0)
(832, 1333, 4)
(836, 1566, 3)
(836, 2420, 2)
(837, 1630, 2)
(837, 1774, 3)
(838, 1695, 8)
(838, 2122, 7)
(840, 1463, 9)
(840, 2081, 0)
(841, 1357, 0)
(844, 1624, 8)
(844, 1774, 8)
(845, 1855, 1)
(846, 1538, 2)
(846, 2345, 5)
(847, 1633, 1)
(848, 1785, 8)
(849, 1790, 2)
(849, 1877, 0)
(850, 2029, 1)
(851, 1707, 9)
(854, 1693, 5)
(854, 1893, 2)
(857, 2328, 6)
(858, 1708, 5)
(858, 1778, 6)
(861, 1406, 8)
(862, 1775, 2)
(862, 1801, 8)
(862, 1987, 8)
(863, 1313, 4)
(863, 1668, 3)
(864, 2262, 3)
(865, 1601, 1)
(865, 1883, 0)
(865, 2150, 9)
(867, 1700, 3)
(870, 2024, 8)
(870, 2421, 9)
(871, 1741, 5)
(871, 1933, 0)
(873, 1369, 7)
(873, 1831, 4)
(874, 2264, 5)
(877, 2151, 8)
(878, 2168, 7)
(879, 2181, 0)
(880, 1873, 1)
(881, 1582, 4)
(881, 1882, 1)
(881, 1931, 8)
(881, 2270, 5)
(882, 2225, 5)
(883, 1615, 0)
(883, 1881, 2)
(884, 1674, 8)
(887, 1597, 4)
(887, 1984, 1)
(887, 2365, 1)
(888, 1907, 4)
(888, 1967, 9)
(889, 1265, 7)
(889, 2055, 6)
(889, 2202, 7)
(893, 1869, 9)
(893, 2365, 6)
(894, 1557, 3)
(894, 2015, 7)
(894, 2040, 3)
(895, 2030, 6)
(896, 1827, 2)
(896, 2106, 1)
(897, 1548, 8)
(897, 1853, 9)
(898, 1459, 8)
(898, 1732, 6)
(900, 1957, 3)
(900, 2062, 7)
(900, 2105, 6)
(900, 2158, 3)
(901, 2396, 2)
(903, 1498, 7)
(903, 1639, 7)
(903, 1644, 8)
(904, 1542, 1)
(904, 1693, 9)
(904, 2012, 8)
(904, 2147, 1)
(905, 1275, 7)
(905, 1386, 4)
(905, 2198, 4)
(905, 2218, 4)
(907, 1299, 8)
(908, 1504, 2)
(908, 2044, 5)
(909, 1403, 2)
(909, 1415, 2)
(909, 1982, 0)
(910, 1321, 2)
(910, 1985, 1)
(910, 2313, 1)
(912, 1376, 8)
(912, 2366, 9)
(912, 2493, 9)
(913, 1697, 7)
(913, 1887, 0)
(914, 1902, 5)
(915, 1405, 6)
(915, 1758, 3)
(915, 1874, 1)
(916, 1252, 7)
(917, 1605, 8)
(917, 2033, 7)
(918, 2059, 8)
(920, 2285, 8)
(920, 2298, 3)
(921, 1274, 1)
(921, 1676, 3)
(921, 1816, 1)
(921, 2356, 1)
(923, 1359, 0)
(923, 2260, 9)
(925, 1278, 4)
(926, 2412, 4)
(928, 1347, 3)
(928, 2177, 2)
(928, 2476, 7)
(929, 2457, 9)
(930, 1549, 6)
(930, 1921, 9)
(930, 1936, 8)
(931, 1614, 1)
(931, 2045, 0)
(932, 1846, 1)
(934, 2426, 2)
(936, 1647, 7)
(936, 1688, 5)
(936, 2064, 4)
(937, 2086, 6)
(937, 2275, 3)
(937, 2365, 2)
(939, 1546, 1)
(939, 1818, 3)
(939, 2140, 2)
(940, 1357, 9)
(940, 1418, 5)
(940, 2213, 7)
(941, 1297, 0)
(941, 1375, 0)
(941, 1774, 3)
(941, 2342, 8)
(941, 2373, 6)
(943, 1977, 5)
(943, 2279, 2)
(943, 2337, 9)
(945, 1310, 6)
(945, 1575, 3)
(945, 2204, 4)
(946, 1620, 5)
(947, 1390, 6)
(947, 1533, 0)
(947, 1742, 2)
(947, 1743, 4)
(948, 2097, 3)
(950, 1382, 0)
(950, 1645, 9)
(952, 1627, 3)
(952, 2386, 5)
(952, 2441, 0)
(953, 2295, 1)
(954, 2296, 1)
(957, 1995, 9)
(958, 2055, 3)
(959, 2304, 2)
(960, 1420, 5)
(961, 1552, 5)
(962, 2385, 2)
(963, 1784, 0)
(963, 2439, 7)
(964, 2079, 5)
(964, 2464, 7)
(965, 2286, 9)
(965, 2485, 4)
(966, 1670, 3)
(966, 1902, 8)
(969, 1535, 2)
(969, 1845, 5)
(970, 1707, 2)
(973, 1720, 4)
(974, 2284, 6)
(975, 1977, 1)
(976, 1495, 6)
(976, 2076, 0)
(977, 1940, 8)
(978, 2115, 0)
(978, 2379, 2)
(978, 2472, 1)
(979, 1470, 3)
(979, 2082, 1)
(981, 1380, 4)
(981, 1998, 5)
(982, 1938, 0)
(983, 1360, 1)
(984, 1688, 0)
(984, 2346, 6)
(985, 1769, 1)
(985, 2291, 5)
(986, 1392, 8)
(986, 1763, 2)
(986, 2302, 2)
(988, 1406, 7)
(988, 2139, 6)
(990, 1428, 6)
(991, 1827, 3)
(991, 1972, 6)
(991, 2280, 8)
(992, 1398, 6)
(992, 1494, 4)
(992, 1512, 7)
(992, 2320, 4)
(993, 1837, 7)
(994, 2431, 3)
(997, 1473, 8)
(997, 2057, 9)
(998, 2103, 3)
(1001, 1816, 4)
(1002, 2442, 7)
(1003, 1964, 7)
(1003, 2110, 5)
(1005, 1258, 4)
(1005, 1936, 0)
(1007, 2297, 8)
(1007, 2423, 6)
(1008, 1313, 0)
(1010, 1677, 6)
(1010, 1801, 4)
(1010, 2181, 4)
(1010, 2222, 0)
(1012, 1394, 0)
(1013, 1948, 2)
(1014, 1254, 8)
(1014, 1373, 1)
(1015, 1707, 9)
(1016, 1776, 9)
(1016, 2213, 6)
(1018, 2217, 2)
(1019, 1573, 8)
(1020, 1968, 2)
(1021, 1670, 6)
(1021, 2061, 3)
(1021, 2110, 9)
(1025, 1632, 4)
(1025, 2413, 7)
(1027, 1336, 4)
(1029, 2111, 4)
(1031, 1630, 7)
(1031, 1742, 2)
(1032, 1351, 0)
(1032, 1959, 2)
(1032, 2085, 3)
(1033, 1834, 2)
(1035, 1937, 0)
(1037, 1693, 0)
(1037, 2284, 0)
(1038, 1935, 0)
(1038, 2236, 2)
(1039, 1550, 7)
(1039, 1791, 9)
(1040, 1562, 3)
(1040, 1647, 5)
(1040, 2162, 8)
(1040, 2403, 1)
(1042, 2432, 2)
(1044, 2310, 6)
(1044, 2319, 1)
(1049, 1505, 2)
(1051, 2495, 7)
(1053, 1677, 6)
(1053, 1896, 8)
(1054, 1799, 9)
(1057, 1549, 3)
(1057, 2155, 9)
(1059, 1521, 1)
(1059, 2342, 4)
(1061, 1431, 8)
(1062, 1840, 9)
(1062, 1995, 6)
(1063, 1832, 6)
(1065, 1652, 1)
(1067, 1349, 8)
(1069, 1373, 0)
(1069, 1991, 5)
(1070, 1676, 0)
(1072, 1563, 6)
(1073, 1296, 2)
(1073, 2247, 7)
(1073, 2355, 7)
(1074, 2011, 6)
(1074, 2358, 0)
(1078, 1751, 2)
(1078, 2338, 9)
(1080, 1705, 3)
(1081, 1531, 1)
(1081, 2127, 5)
(1083, 2030, 3)
(1084, 1800, 1)
(1085, 1349, 8)
(1085, 1691, 3)
(1085, 2455, 1)
(1086, 2199, 2)
(1086, 2366, 9)
(1087, 1856, 3)
(1088, 2472, 6)
(1094, 1371, 3)
(1094, 1920, 3)
(1094, 2041, 4)
(1095, 1300, 2)
(1095, 1959, 6)
(1095, 2005, 9)
(1096, 1781, 9)
(1096, 1909, 6)
(1097, 1318, 0)
(1097, 1565, 9)
(1098, 2369, 1)
(1099, 2303, 6)
(1100, 1347, 8)
(1100, 1483, 7)
(1101, 2236, 5)
(1103, 1301, 6)
(1104, 1957, 5)
(1104, 2005, 4)
(1104, 2287, 2)
(1105, 1252, 8)
(1105, 1373, 4)
(1105, 2046, 9)
(1107, 1257, 0)
(1107, 1583, 4)
(1108, 1708, 3)
(1109, 1322, 4)
(1109, 1709, 4)
(1109, 1876, 8)
(1110, 1468, 7)
(1110, 1935, 2)
(1111, 2256, 6)
(1112, 1855, 0)
(1114, 1604, 8)
(1114, 1912, 1)
(1116, 1905, 8)
(1117, 1306, 7)
(1117, 1613, 9)
(1117, 2257, 5)
(1118, 1651, 3)
(1119, 1552, 0)
(1119, 2353, 1)
(1119, 2392, 4)
(1120, 1275, 8)
(1120, 1326, 2)
(1120, 2494, 4)
(1121, 1421, 2)
(1122, 2100, 0)
(1125, 2024, 4)
(1125, 2122, 7)
(1126, 2410, 2)
(1127, 1340, 8)
(1129, 2000, 0)
(1129, 2204, 6)
(1130, 1811, 7)
(1131, 1395, 3)
(1131, 2449, 7)
(1133, 1624, 7)
(1133, 1860, 4)
(1135, 1266, 3)
(1135, 1412, 4)
(1137, 1610, 1)
(1137, 1789, 3)
(1137, 2499, 3)
(1138, 1492, 9)
(1139, 1272, 6)
(1139, 1884, 1)
(1139, 1917, 5)
(1139, 2283, 6)
(1139, 2414, 3)
(1141, 1328, 8)
(1142, 1359, 5)
(1142, 2162, 3)
(1142, 2350, 6)
(1143, 1263, 4)
(1144, 1605, 6)
(1144, 1982, 8)
(1144, 2235, 2)
(1144, 2290, 4)
(1145, 1765, 0)
(1146, 1820, 1)
(1147, 1403, 0)
(1147, 2255, 4)
(1148, 2363, 9)
(1149, 1614, 3)
(1149, 2131, 2)
(1150, 2432, 0)
(1151, 1314, 1)
(1151, 1941, 7)
(1153, 2087, 9)
(1153, 2376, 9)
(1153, 2433, 0)
(1154, 1992, 2)
(1154, 2397, 6)
(1155, 1335, 0)
(1155, 2067, 6)
(1156, 2360, 0)
(1158, 2241, 8)
(1159, 1343, 8)
(1159, 1934, 4)
(1159, 2034, 4)
(1161, 2351, 6)
(1162, 1431, 2)
(1162, 1594, 7)
(1162, 1637, 9)
(1162, 1871, 6)
(1162, 2477, 1)
(1163, 1454, 3)
(1164, 2345, 5)
(1165, 1340, 7)
(1165, 1480, 6)
(1165, 2207, 5)
(1165, 2268, 9)
(1167, 1262, 8)
(1167, 1717, 1)
(1167, 1853, 4)
(1167, 2492, 0)
(1169, 2039, 2)
(1172, 1358, 4)
(1174, 2050, 9)
(1174, 2100, 4)
(1175, 1528, 2)
(1175, 2168, 0)
(1176, 1424, 8)
(1177, 1657, 1)
(1180, 2226, 6)
(1181, 2072, 0)
(1182, 2131, 8)
(1184, 1622, 2)
(1185, 1410, 8)
(1185, 2008, 0)
(1186, 1450, 5)
(1187, 1639, 3)
(1187, 2223, 3)
(1188, 1716, 2)
(1188, 1950, 4)
(1189, 1612, 9)
(1189, 2462, 8)
(1190, 1535, 3)
(1190, 1843, 4)
(1190, 2092, 0)
(1190, 2212, 7)
(1190, 2261, 2)
(1191, 2159, 3)
(1192, 1363, 1)
(1192, 1465, 2)
(1193, 1291, 5)
(1193, 1321, 0)
(1196, 1566, 9)
(1196, 2215, 4)
(1197, 2177, 7)
(1199, 1436, 0)
(1200, 1628, 2)
(1201, 1258, 2)
(1201, 1320, 4)
(1201, 1425, 4)
(1201, 1649, 9)
(1201, 1964, 7)
(1202, 1378, 4)
(1203, 2281, 6)
(1205, 1440, 7)
(1206, 1272, 8)
(1206, 1431, 4)
(1207, 1590, 7)
(1207, 1679, 3)
(1208, 2370, 8)
(1211, 1510, 3)
(1211, 2449, 3)
(1212, 1473, 6)
(1212, 1840, 6)
(1212, 2151, 7)
(1213, 1601, 3)
(1213, 1918, 4)
(1213, 2045, 4)
(1213, 2083, 0)
(1214, 2263, 1)
(1214, 2276, 6)
(1215, 1553, 1)
(1215, 1865, 2)
(1216, 2239, 1)
(1218, 1614, 3)
(1218, 2357, 3)
(1219, 1518, 8)
(1221, 1344, 4)
(1221, 1991, 3)
(1221, 2367, 3)
(1222, 2110, 8)
(1223, 1915, 9)
(1226, 1481, 0)
(1226, 2389, 4)
(1227, 1658, 1)
(1227, 1885, 2)
(1227, 2183, 9)
(1228, 2365, 5)
(1229, 1577, 8)
(1229, 1825, 4)
(1230, 1683, 7)
(1230, 1980, 1)
(1230, 2034, 3)
(1234, 1581, 4)
(1234, 2091, 8)
(1235, 2138, 4)
(1237, 1293, 4)
(1237, 1972, 4)
(1237, 2029, 4)
(1238, 2206, 5)
(1239, 1753, 7)
(1240, 1543, 2)
(1240, 1835, 3)
(1241, 1636, 8)
(1241, 2148, 2)
(1242, 2035, 0)
(1242, 2204, 3)
(1243, 1681, 9)
(1245, 1582, 3)
(1246, 1424, 1)
(1247, 1817, 6)
(1247, 2000, 9)
(1248, 1362, 9)
(1248, 1720, 6)
(1249, 1841, 5)
(1252, 1444, 0)
(828, 2606, 7)
(828, 2749, 8)
(828, 2873, 2)
(828, 3681, 7)
(829, 3318, 7)
(830, 3526, 0)
(832, 2583, 4)
(836, 2816, 3)
(836, 3670, 2)
(837, 2880, 2)
(837, 3024, 3)
(838, 2945, 8)
(838, 3372, 7)
(840, 2713, 9)
(840, 3331, 0)
(841, 2607, 0)
(844, 2874, 8)
(844, 3024, 8)
(845, 3105, 1)
(846, 2788, 2)
(846, 3595, 5)
(847, 2883, 1)
(848, 3035, 8)
(849, 3040, 2)
(849, 3127, 0)
(850, 3279, 1)
(851, 2957, 9)
(854, 2943, 5)
(854, 3143, 2)
(857, 3578, 6)
(858, 2958, 5)
(858, 3028, 6)
(861, 2656, 8)
(862, 3025, 2)
(862, 3051, 8)
(862, 3237, 8)
(863, 2563, 4)
(863, 2918, 3)
(864, 3512, 3)
(865, 2851, 1)
(865, 3133, 0)
(865, 3400, 9)
(867, 2950, 3)
(870, 3274, 8)
(870, 3671, 9)
(871, 2991, 5)
(871, 3183, 0)
(873, 2619, 7)
(873, 3081, 4)
(874, 3514, 5)
(877, 3401, 8)
(878, 3418, 7)
(879, 3431, 0)
(880, 3123, 1)
(881, 2832, 4)
(881, 3132, 1)
(881, 3181, 8)
(881, 3520, 5)
(882, 3475, 5)
(883, 2865, 0)
(883, 3131, 2)
(884, 2924, 8)
(887, 2847, 4)
(887, 3234, 1)
(887, 3615, 1)
(888, 3157, 4)
(888, 3217, 9)
(889, 2515, 7)
(889, 3305, 6)
(889, 3452, 7)
(893, 3119, 9)
(893, 3615, 6)
(894, 2807, 3)
(894, 3265, 7)
(894, 3290, 3)
(895, 3280, 6)
(896, 3077, 2)
(896, 3356, 1)
(897, 2798, 8)
(897, 3103, 9)
(898, 2709, 8)
(898, 2982, 6)
(900, 3207, 3)
(900, 3312, 7)
(900, 3355, 6)
(900, 3408, 3)
(901, 3646, 2)
(903, 2748, 7)
(903, 2889, 7)
(903, 2894, 8)
(904, 2792, 1)
(904, 2943, 9)
(904, 3262, 8)
(904, 3397, 1)
(905, 2525, 7)
(905, 2636, 4)
(905, 3448, 4)
(905, 3468, 4)
(907, 2549, 8)
(908, 2754, 2)
(908, 3294, 5)
(909, 2653, 2)
(909, 2665, 2)
(909, 3232, 0)
(910, 2571, 2)
(910, 3235, 1)
(910, 3563, 1)
(912, 2626, 8)
(912, 3616, 9)
(912, 3743, 9)
(913, 2947, 7)
(913, 3137, 0)
(914, 3152, 5)
(915, 2655, 6)
(915, 3008, 3)
(915, 3124, 1)
(916, 2502, 7)
(917, 2855, 8)
(917, 3283, 7)
(918, 3309, 8)
(920, 3535, 8)
(920, 3548, 3)
(921, 2524, 1)
(921, 2926, 3)
(921, 3066, 1)
(921, 3606, 1)
(923, 2609, 0)
(923, 3510, 9)
(925, 2528, 4)
(926, 3662, 4)
(928, 2597, 3)
(928, 3427, 2)
(928, 3726, 7)
(929, 3707, 9)
(930, 2799, 6)
(930, 3171, 9)
(930, 3186, 8)
(931, 2864, 1)
(931, 3295, 0)
(932, 3096, 1)
(934, 3676, 2)
(936, 2897, 7)
(936, 2938, 5)
(936, 3314, 4)
(937, 3336, 6)
(937, 3525, 3)
(937, 3615, 2)
(939, 2796, 1)
(939, 3068, 3)
(939, 3390, 2)
(940, 2607, 9)
(940, 2668, 5)
(940, 3463, 7)
(941, 2547, 0)
(941, 2625, 0)
(941, 3024, 3)
(941, 3592, 8)
(941, 3623, 6)
(943, 3227, 5)
(943, 3529, 2)
(943, 3587, 9)
(945, 2560, 6)
(945, 2825, 3)
(945, 3454, 4)
(946, 2870, 5)
(947, 2640, 6)
(947, 2783, 0)
(947, 2992, 2)
(947, 2993, 4)
(948, 3347, 3)
